Group Number,Tutorial Group,Student ID,School,Name,Gender,CGPA
97,G-107,4040,CCEB,Rina Ali,Female,4.09
97,G-107,4677,NIE,Emery Wu,Male,4.1
97,G-107,149,MAE,Ananya Roy,Female,4.08
98,G-107,5132,ASE,Min-Jung Kim,Female,3.85
98,G-107,4336,EEE,Xiangqi,Male,4.0
98,G-107,1541,CCEB,Zulaikha Binti Rahman,Female,4.0
98,G-107,754,MAE,Bria Tsai,Female,4.23
98,G-107,1033,WKW SCI,Tanishq Reddy,Male,3.92
99,G-107,2715,MAE,Harvey Lim,Male,3.88
99,G-107,2941,EEE,Xiaoling Chen,Female,4.02
99,G-107,2196,SBS,Jia Li,Female,4.03
99,G-107,2916,SSS,Omar Rivera,Male,4.12
99,G-107,830,CCDS,Samreen Ali,Female,4.07
100,G-107,2475,SPMS,Madison Torres,Female,4.12
100,G-107,3867,CoB (NBS),Zane Navarro,Male,4.18
100,G-107,5790,CCEB,Cheryl Ong,Female,4.0
100,G-107,4901,MAE,Victoria Reyes,Female,4.2
100,G-107,3849,CCDS,Zane Wong,Male,4.03
101,G-108,5266,WKW SCI,Julian Wu,Male,4.12
101,G-108,2597,CCEB,Renee Lee,Female,4.01
101,G-108,5153,CoB (NBS),Caleb Parker,Male,4.18
101,G-108,1339,SSS,Shun Takahashi,Male,4.11
101,G-108,1538,EEE,Shreya Rani,Female,4.22
102,G-108,3972,CEE,Malia Tan,Female,4.08
102,G-108,5588,EEE,Shoji Takahashi,Male,4.11
102,G-108,2470,CoB (NBS),Riya Mehta,Female,4.02
102,G-108,5469,CCDS,Sakura Yamamoto,Female,4.21
102,G-108,3985,SPMS,Asher Thompson,Male,4.52
103,G-108,1923,CoB (NBS),Noah Gray,Male,4.06
103,G-108,2511,EEE,Hana Watanabe,Female,4.18
103,G-108,2616,SSS,Priya Menon,Female,4.09
103,G-108,2926,CCDS,Aarav Nair,Male,3.89
103,G-108,2303,CCDS,Ruby Diaz,Female,4.12
104,G-108,1941,CCEB,Sophia Lee,Female,4.22
104,G-108,2362,EEE,Zheng Guo,Male,4.08
104,G-108,1809,SSS,Ivy Wang,Female,3.89
104,G-108,4574,CCDS,Hina Waseem,Female,3.95
104,G-108,4495,CEE,Rajendra Kumar,Male,4.01
105,G-108,2716,CoE,Liang Bo,Male,4.19
105,G-108,3128,EEE,Harini Nair,Female,4.02
105,G-108,4297,MAE,Rizqi Bin Farhan,Male,4.15
105,G-108,2130,SSS,Kendrick Alvarado,Male,4.18
105,G-108,5576,MAE,Pooja Nair,Female,4.03
106,G-108,4720,CoE,Qing Liu,Female,4.11
106,G-108,2027,CCDS,Mason King,Male,4.18
106,G-108,1643,SBS,Mae Chang,Female,4.02
106,G-108,3193,SoH,Siti Aisya Binti Ibrahim,Female,4.0
106,G-108,2141,CEE,Raj Patel,Male,3.8
107,G-108,3276,CCDS,Shahril Bin Hamid,Male,4.1
107,G-108,4881,EEE,Maya Devi,Female,4.0
107,G-108,3913,SSS,Randy Lim,Male,3.88
107,G-108,3362,CCEB,Zeeshan Ahmed,Male,4.06
107,G-108,5110,SBS,Sheng Liu,Female,4.14
108,G-108,2614,SSS,Vidya Menon,Female,4.07
108,G-108,1678,CCDS,Cameron Ward,Male,4.19
108,G-108,2564,EEE,Tara Lim,Female,4.19
108,G-108,3921,ADM,Camila Allen,Female,4.0
108,G-108,3933,CEE,Matthew Martinez,Male,4.57
109,G-108,5244,CEE,Nguyen Van Cuong,Male,4.02
109,G-108,1590,CCDS,Yan Mei,Female,3.87
109,G-108,3252,CoB (NBS),Samuel Lee,Male,4.02
109,G-108,5322,SoH,Rajiv Nair,Male,4.02
109,G-108,3184,CCEB,Lindsey Lin,Female,4.1
110,G-108,4890,WKW SCI,Rafika Binti Harun,Female,3.9
110,G-108,5733,MAE,Chen Ming,Male,4.11
110,G-108,2509,CoE,Hugo Long,Male,4.06
110,G-108,1905,MSE,Nadya Zainal,Female,4.09
110,G-108,2663,NIE,Liam Reddy,Male,4.02
111,G-109,1960,SPMS,Ajay Reddy,Male,4.17
111,G-109,4327,CCDS,Arav Singh,Female,3.89
111,G-109,458,CCEB,Harlow Chen,Female,4.26
111,G-109,5059,EEE,Logan Harris,Male,4.22
111,G-109,263,CCEB,Norah Ng,Female,4.14
112,G-109,1956,CCEB,Zarina Binti Ibrahim,Female,3.9
112,G-109,973,EEE,Zhi Wei Lim,Male,4.22
112,G-109,3273,MAE,Kanti Gupta,Female,4.17
112,G-109,3577,CoB (NBS),Hana Takemura,Female,4.11
112,G-109,3016,CEE,Kendrick White,Male,4.0
113,G-109,225,NIE,Shahril Bin Muni,Male,4.05
113,G-109,4376,CCEB,Carmen Tan,Female,4.3
113,G-109,4225,CCEB,Liu Hong,Female,4.12
113,G-109,5018,EEE,Raj Patel,Male,4.05
113,G-109,4954,CoB (NBS),Nori Matsuda,Female,4.2
114,G-109,3406,MAE,Ritika Joshi,Female,3.9
114,G-109,4933,EEE,Hussain Bin Mohd,Male,4.0
114,G-109,2958,CCDS,Ophelia Santos,Female,4.01
114,G-109,446,CoB (NBS),Hanh Pham,Female,4.09
114,G-109,3953,CoE,James Taylor,Male,4.09
115,G-109,114,EEE,Noah Harris,Male,4.01
115,G-109,4796,CoB (NBS),Cassidy Wang,Female,4.12
115,G-109,1409,CCEB,Miriam Tan,Female,4.02
115,G-109,892,EEE,Phan Van Hoa,Male,4.17
115,G-109,5313,MSE,Nia Carter,Female,4.14
116,G-109,1135,CEE,Sofia Wong,Female,4.2
116,G-109,150,EEE,Kong Wei Tan,Male,4.22
116,G-109,1442,CCEB,Maya Binti Rahim,Female,3.95
116,G-109,2533,SPMS,Lina Teo,Female,4.14
116,G-109,5411,CCDS,Cole Moore,Male,4.17
117,G-109,224,EEE,Alvin Dela Cruz,Male,3.96
117,G-109,5299,CoB (NBS),Ifti Binti Rahman,Female,4.2
117,G-109,3429,CoB (NBS),Samantha Wilson,Female,4.22
117,G-109,1482,MSE,Asad Ali,Male,4.11
117,G-109,5595,CCDS,Sana Rehman,Female,4.11
118,G-109,4029,SSS,Nova Ong,Female,4.08
118,G-109,1744,EEE,Fangling,Male,4.05
118,G-109,3169,SoH,Alina Smith,Female,4.01
118,G-109,293,SBS,Claire Bennett,Female,4.06
118,G-109,3729,CCDS,Kenta Suzuki,Male,4.02
119,G-109,686,NIE,Rameez Shah,Male,3.96
119,G-109,5620,MAE,Riya Verma,Female,3.85
119,G-109,1661,CoB (NBS),Suriya Tan,Female,4.19
119,G-109,1330,EEE,Cheng Wei Yeo,Male,4.2
119,G-109,695,CCEB,Xuefeng,Female,4.0
120,G-109,3658,EEE,Alia Mohd,Female,3.91
120,G-109,3662,CCDS,Nitin Chaudhary,Male,4.01
120,G-109,3377,CCEB,Zoey Chen,Female,4.15
120,G-109,1426,CoB (NBS),Wendy Cheung,Female,4.18
120,G-109,4098,WKW SCI,Shahrir Bin Rahman,Male,3.9
121,G-11,5386,EEE,Arun Singh,Male,4.06
121,G-11,1377,ADM,Nguyen Hoang Khoa,Female,4.14
121,G-11,5744,SSS,Tania Kurnia,Female,4.3
121,G-11,1156,SBS,Hugo Huang,Male,4.17
121,G-11,5844,CoB (NBS),Chloe Hu,Female,4.03
122,G-11,5628,CCEB,Riya Khan,Female,4.04
122,G-11,4216,EEE,Jacob Howard,Male,4.03
122,G-11,4128,CoE,Ella Johnson,Female,4.12
122,G-11,4866,CoB (NBS),Richa Agarwal,Female,3.97
122,G-11,1505,EEE,Wesley Turner,Male,4.09
123,G-11,342,CCEB,Ethan Ong,Male,4.08
123,G-11,4450,CoB (NBS),Charlotte Martin,Female,4.01
123,G-11,1852,SPMS,Jin Lee,Male,4.15
123,G-11,1759,CoB (NBS),Kunal Tan,Male,3.8
123,G-11,5846,EEE,Tara Kumar,Female,4.01
124,G-11,5697,MSE,Aisha Fitria,Female,4.3
124,G-11,3869,CCDS,Sebastian Mitchell,Male,4.04
124,G-11,1288,CEE,Elena Vladimirovna,Female,3.87
124,G-11,624,EEE,Kelly Lim,Female,3.96
124,G-11,1183,WKW SCI,Tian Yi,Male,4.0
125,G-11,1955,EEE,William Carter,Male,4.1
125,G-11,4974,CEE,Peilin,Female,4.05
125,G-11,1017,NIE,Ethan Lee,Male,4.02
125,G-11,3687,CoB (NBS),Noah Wilson,Male,4.05
125,G-11,5714,CoB (NBS),Alondra Santos,Female,4.08
126,G-11,4041,SBS,Nina Butler,Female,3.91
126,G-11,972,EEE,Dylan Anderson,Male,4.25
126,G-11,268,ADM,Nora Zhang,Female,4.16
126,G-11,5396,CCDS,Alison Wong,Female,4.0
126,G-11,5408,CEE,Peiyu,Male,4.3
127,G-11,2918,CoB (NBS),Julian Tan,Male,4.03
127,G-11,635,MAE,Charlotte Thomas,Female,3.9
127,G-11,5452,CCDS,Zainab Rahman,Female,4.15
127,G-11,4595,EEE,Jovian Tan,Male,4.22
127,G-11,1996,SSS,Daya Kumari,Female,3.9
128,G-11,4712,CoE,Neha Kapoor,Female,4.2
128,G-11,312,CoB (NBS),William Lim,Male,4.01
128,G-11,2300,EEE,Liang Mei,Female,4.12
128,G-11,4266,MAE,Dewi Astuti,Female,3.9
128,G-11,3651,SPMS,Chengwei,Male,4.2
129,G-11,4299,CoB (NBS),Seth Lim,Male,4.22
129,G-11,3381,EEE,Sana Ali,Female,4.15
129,G-11,5889,WKW SCI,Tyler Moore,Male,4.02
129,G-11,5491,CCDS,Caleb Murphy,Male,4.05
129,G-11,5936,MAE,Lian Liu,Female,4.0
130,G-11,796,SSS,Tanvi Agarwal,Female,4.2
130,G-11,639,CCDS,Erqi,Male,4.0
130,G-11,4587,CoB (NBS),Ying Zhao,Female,3.91
130,G-11,5747,MAE,Cleo Wang,Female,4.17
130,G-11,3974,EEE,Zhao Rui,Male,4.17
131,G-110,2975,EEE,Jia Wei,Male,4.16
131,G-110,5940,MAE,Zara Binti,Female,4.03
131,G-110,3578,SSS,Yuna Takahashi,Female,4.11
131,G-110,941,MSE,Jamal Bin Rahman,Male,4.01
131,G-110,581,EEE,Wendy Chia,Female,4.19
132,G-110,4221,CCEB,Emma Black,Female,4.03
132,G-110,3664,SSS,Kevin Ross,Male,4.11
132,G-110,5662,CoB (NBS),Rina Ahmad,Female,4.01
132,G-110,1511,SBS,Nadia Binti,Female,4.03
132,G-110,1313,CoE,Silas Kim,Male,4.27
133,G-110,3485,CEE,Nashit Lee,Male,4.15
133,G-110,5666,CCDS,Anya Bogdanova,Female,3.94
133,G-110,1015,SSS,Nurul Izzah,Female,4.03
133,G-110,4591,WKW SCI,Jaxon Lee,Male,4.06
133,G-110,4423,CoB (NBS),Laila Thomas,Female,4.18
134,G-110,4295,SBS,Aubrey Davis,Female,4.17
134,G-110,3249,CEE,Wei Jun,Male,4.1
134,G-110,4858,CCEB,Ashlyn Wu,Female,4.01
134,G-110,2044,CoB (NBS),Avery Chan,Female,4.21
134,G-110,2347,NIE,Gage Yang,Male,4.01
135,G-110,5221,CCDS,Faisal Malik,Male,4.15
135,G-110,3908,CoB (NBS),Alana Lee,Female,4.19
135,G-110,1985,CEE,Chloe Turner,Female,4.01
135,G-110,4303,MAE,Jason Lam,Male,4.0
135,G-110,827,CCDS,Sukanya Das,Female,4.03
136,G-110,5776,MSE,Olga Reyes,Female,4.06
136,G-110,2531,EEE,Anthony Liu,Male,4.06
136,G-110,6000,SSS,Alaina Chang,Female,4.15
136,G-110,5349,MAE,Ying Mei,Female,4.11
136,G-110,3986,ASE,Glenn Wong,Male,4.05
137,G-110,4761,CoB (NBS),Rajesh Desai,Male,3.95
137,G-110,3396,SoH,Wren Tsai,Female,4.16
137,G-110,4607,CoE,Fatima Binti,Female,4.02
137,G-110,547,MSE,Tobias Alonzo,Male,4.16
137,G-110,812,CCDS,Quang Vu,Female,4.14
138,G-110,5569,EEE,Riley Baker,Female,4.03
138,G-110,3313,CEE,Nash Tan,Male,4.06
138,G-110,1402,SPMS,Nora Alia,Female,4.08
138,G-110,3138,CCDS,Mizuki Yamashita,Female,4.03
138,G-110,2800,SSS,Eric Wong,Male,4.01
139,G-110,2481,NIE,Rohan Shah,Male,4.18
139,G-110,1019,CoB (NBS),Cheng Wu,Female,4.01
139,G-110,3277,SBS,Akemi Watanabe,Female,3.87
139,G-110,2275,MAE,Shi Wei Lim,Male,4.1
139,G-110,3031,CCEB,Brianna Foster,Female,4.09
140,G-110,1186,CoE,Sarah Wang,Female,4.17
140,G-110,5376,NIE,Vincent Lim,Male,4.08
140,G-110,4135,CCDS,Anjali Sharma,Female,4.1
140,G-110,183,MAE,Madison Edwards,Female,4.0
140,G-110,1262,LKCMedicine,Samuel Cook,Male,4.02
141,G-111,3481,MAE,Afreen Bukhari,Male,4.12
141,G-111,5074,EEE,Willow Chen,Female,4.25
141,G-111,5213,SSS,Trisha Joshi,Female,4.12
141,G-111,1466,CoB (NBS),Kartik Reddy,Male,4.3
141,G-111,2822,SPMS,Aisha Ali,Female,4.13
142,G-111,4798,CCEB,Siti Nurhaliza Binti Idris,Female,3.8
142,G-111,5012,MAE,Silas Wu,Male,4.02
142,G-111,2865,EEE,Parker Martin,Male,3.8
142,G-111,1318,CoB (NBS),Mila Cook,Female,4.12
142,G-111,2754,CCDS,Ethan James,Male,4.15
143,G-111,1149,SoH,Thomas Harris,Male,4.15
143,G-111,2874,SBS,Harper Tan,Female,3.92
143,G-111,203,SSS,Angela Lim,Female,4.04
143,G-111,5127,NIE,Hiroshi Matsumoto,Male,3.87
143,G-111,2491,CoB (NBS),Penny Wong,Female,4.25
144,G-111,4682,ADM,Lily Scott,Female,4.03
144,G-111,3771,SPMS,Oliver Chan,Male,4.02
144,G-111,5553,EEE,Tyler Reddy,Male,4.15
144,G-111,3700,CoB (NBS),Shreya Iyer,Female,4.08
144,G-111,2103,SoH,Jaxon Wu,Male,4.18
145,G-111,5698,WKW SCI,Tristan Young,Male,3.89
145,G-111,3532,EEE,Deena Binti Mohd,Female,4.15
145,G-111,343,CEE,Raghav Reddy,Male,4.03
145,G-111,4962,MAE,Tae-Jin Kim,Male,3.91
145,G-111,5638,MAE,Haojun,Female,4.0
146,G-111,582,CCDS,Sophie Mendoza,Female,3.9
146,G-111,2043,EEE,Liam Wright,Male,4.17
146,G-111,5754,SoH,Gideon Green,Male,4.15
146,G-111,4762,MAE,Nisha Malhotra,Female,4.1
146,G-111,444,CoE,Hao Xun,Male,4.14
147,G-111,1621,ASE,Shinichi Nakagawa,Male,4.17
147,G-111,5599,MAE,Violet Perez,Female,4.15
147,G-111,4057,CCEB,Samira Khan,Female,3.9
147,G-111,2952,SPMS,Deng Jian,Male,4.17
147,G-111,377,ADM,Gina Wong,Female,4.17
148,G-111,4568,CCDS,Chandni Verma,Female,3.9
148,G-111,3295,CoB (NBS),Panshi,Male,4.3
148,G-111,1902,SSS,Dylan Wang,Male,4.02
148,G-111,5663,ADM,Manisha Gupta,Female,4.15
148,G-111,3119,CEE,Xiong Wei Tan,Male,4.2
149,G-111,5554,EEE,Caleb Gray,Male,4.1
149,G-111,221,CoB (NBS),Jasmine Rivera,Female,4.04
149,G-111,5350,CEE,Tian Hua,Male,4.09
149,G-111,2276,WKW SCI,Haruto Suzuki,Male,4.04
149,G-111,4994,SSS,Madison Bailey,Female,4.03
150,G-111,2238,EEE,Hong Mei,Female,4.22
150,G-111,1682,ASE,Jaxon Green,Male,4.02
150,G-111,2541,CoB (NBS),Wang Ming,Male,4.22
150,G-111,2187,NIE,Dewi Sari,Female,4.02
150,G-111,3846,SSS,Mateo Huang,Male,4.52
151,G-112,5966,EEE,Kyle Yip,Male,4.02
151,G-112,1251,SSS,Ngoc Ho,Female,4.08
151,G-112,2654,MAE,Charlotte Robinson,Female,4.09
151,G-112,3437,CoB (NBS),Bingqi,Male,4.05
151,G-112,3907,SBS,Ritika Patel,Female,4.16
152,G-112,1021,LKCMedicine,Linda Thomas,Female,3.86
152,G-112,5151,CoE,Owais Javed,Male,4.15
152,G-112,5830,MAE,Alice Wang,Female,4.05
152,G-112,44,EEE,Irene Cheung,Female,4.15
152,G-112,5042,CEE,Tarun Nair,Male,4.17
153,G-112,1159,EEE,Caleb Mitchell,Male,4.09
153,G-112,5296,CCDS,Penny Kwan,Female,4.09
153,G-112,4083,ADM,Sophia Moore,Female,4.03
153,G-112,1032,MAE,Fadli Hidayat,Male,4.2
153,G-112,2745,CCEB,Sakura Watanabe,Female,4.17
154,G-112,4234,EEE,Emma Davis,Female,4.13
154,G-112,2257,EEE,Min Zhang,Male,4.3
154,G-112,1022,CoE,Riley Jackson,Female,4.15
154,G-112,1622,CCDS,Talia Li,Female,4.18
154,G-112,1500,ASE,Jagdeep Singh,Male,3.92
155,G-112,2229,CoE,Dong Chen,Male,4.2
155,G-112,4938,ADM,Keiko Mori,Female,3.9
155,G-112,2625,CCDS,Layla Reddy,Female,4.52
155,G-112,2073,EEE,Chen Yu,Male,4.06
155,G-112,5019,CCDS,Farah Binti Ibrahim,Female,4.25
156,G-112,1936,SoH,Mai Le,Female,4.09
156,G-112,799,NIE,Sanjay Kapoor,Male,4.15
156,G-112,4680,SSS,Laila Shah,Female,4.0
156,G-112,2451,MAE,Fatima Noor,Female,4.21
156,G-112,1120,CCDS,Lincoln Yang,Male,4.15
157,G-112,5882,CCEB,Ryuu Tanaka,Male,4.1
157,G-112,369,SoH,Maris Tsai,Female,3.88
157,G-112,4150,SBS,Bridgette Villanueva,Female,4.15
157,G-112,1044,CoE,Cameron Tan,Male,4.11
157,G-112,3967,CCDS,Uma Lopez,Female,4.22
158,G-112,239,CCEB,Katia Tan,Female,4.04
158,G-112,1450,MSE,Zeke Yang,Male,4.09
158,G-112,5487,MAE,Asha Tan,Female,4.1
158,G-112,5890,CoB (NBS),Ella Zhao,Female,4.22
158,G-112,1492,SPMS,Jackson Yang,Male,4.04
159,G-112,5038,CCDS,Ravi Deshmukh,Male,4.2
159,G-112,1838,MAE,Sofia Khanna,Female,4.01
159,G-112,3042,CCEB,Elena Brown,Female,4.2
159,G-112,486,SSS,Rocco Ong,Male,4.09
159,G-112,4503,CoE,Rowena Mendoza,Female,4.12
160,G-112,502,CCDS,Fern Adams,Female,4.14
160,G-112,1723,EEE,Ashton Lee,Male,4.03
160,G-112,5343,SBS,Ursula Turner,Female,4.04
160,G-112,583,MAE,Mackenzie Russell,Female,4.03
160,G-112,3457,CoE,Theo Cooper,Male,3.9
161,G-113,3228,CCDS,Yusuf Bin Sulaiman,Male,4.1
161,G-113,5853,NIE,Sonia Iyer,Female,4.03
161,G-113,5457,CEE,Leonardo Thomas,Male,4.06
161,G-113,357,CoB (NBS),Vikram Joshi,Male,4.01
161,G-113,913,SSS,Siti binti Ahmad,Female,4.14
162,G-113,647,ADM,Sherry Tan,Female,4.15
162,G-113,3990,CCDS,Brayden Torres,Male,4.09
162,G-113,4460,EEE,Zhang Bo,Male,4.03
162,G-113,338,SSS,Elizaveta Antonova,Female,3.89
162,G-113,4056,SPMS,Han Chen Lim,Male,3.8
163,G-113,1496,CCDS,Adrian Tan,Male,4.02
163,G-113,5045,CoB (NBS),Grace Young,Female,4.01
163,G-113,5000,CCEB,Tess Tsai,Female,4.22
163,G-113,5544,ADM,Isaiah Murphy,Male,4.05
163,G-113,5959,CCDS,Kendall Zhang,Female,4.17
164,G-113,5910,WKW SCI,Amina Rahman,Female,3.85
164,G-113,4655,EEE,Zahrah Binti Noor,Male,4.15
164,G-113,5843,SoH,Taojie,Female,4.05
164,G-113,1248,CoE,Natalie Chen,Female,4.05
164,G-113,5170,SSS,Oscar Lee,Male,4.15
165,G-113,5214,SoH,Zahid Bin Rahman,Male,4.1
165,G-113,2536,CoB (NBS),Lydia Wang,Female,4.07
165,G-113,3327,CCEB,Maya Rahayu,Female,4.2
165,G-113,5465,CEE,Ahmad bin Ismail,Male,4.07
165,G-113,5232,SSS,Samantha Yang,Female,4.2
166,G-113,3726,SoH,Diana Binti Azhar,Female,3.95
166,G-113,3705,CoB (NBS),Isaac Wong,Male,4.04
166,G-113,2261,CCDS,Sadia Noor,Female,4.14
166,G-113,2922,SSS,Violet Ward,Female,4.01
166,G-113,3076,MSE,Rajiv Mehta,Male,3.88
167,G-113,4350,CCDS,Isaac Wright,Male,4.11
167,G-113,1631,CoB (NBS),Fatima Khan,Female,4.06
167,G-113,2955,SPMS,Diana Prince,Female,4.15
167,G-113,5346,SSS,Jamal Santos,Male,4.08
167,G-113,2364,EEE,Kaitlyn Carter,Female,3.94
168,G-113,475,EEE,Zara Price,Female,3.85
168,G-113,1042,EEE,Jasper Wang,Male,4.3
168,G-113,2539,SoH,Kimi Wibowo,Female,4.05
168,G-113,3191,SSS,Gia Price,Female,4.12
168,G-113,2114,MAE,Farrell Mendoza,Male,4.04
169,G-113,4565,CoB (NBS),Rohan Tan,Male,4.17
169,G-113,2217,CCDS,Clara Yang,Female,4.12
169,G-113,5247,SoH,Alya Binti Mohd,Female,3.94
169,G-113,447,CCEB,Logan Green,Male,4.09
169,G-113,5030,SSS,Lara Lim,Female,4.09
170,G-113,3520,EEE,Suman Singh,Female,3.95
170,G-113,5740,CCDS,Bharat Menon,Male,3.78
170,G-113,5992,CEE,Zain Malik,Female,4.18
170,G-113,2906,CoB (NBS),Yara Chen,Female,3.88
170,G-113,415,SPMS,Maximus Wright,Male,4.12
171,G-114,1906,ASE,Azman bin Rahman,Male,4.15
171,G-114,4028,CCDS,Svetlana Petrovna,Female,3.94
171,G-114,1493,EEE,Kira Foster,Female,3.85
171,G-114,366,CoB (NBS),Troy Wong,Male,4.52
171,G-114,2907,CCEB,Abigail Lewis,Female,4.06
172,G-114,5017,ADM,Sofia Cheng,Female,4.04
172,G-114,4546,CCDS,Cheng Zhang,Female,4.08
172,G-114,3528,MAE,Gloria Li,Female,4.02
172,G-114,648,CCEB,Bella Goh,Female,3.95
172,G-114,1191,EEE,Oki Andri,Male,4.1
173,G-114,5926,EEE,Xander Morris,Male,4.03
173,G-114,3391,NIE,Aubree King,Female,4.14
173,G-114,2324,CEE,Sana Malik,Female,4.15
173,G-114,1627,CCEB,Ravi Chandran,Male,3.95
173,G-114,9,MAE,Nguyen Thi Thanh,Female,4.08
174,G-114,4464,CCDS,Rosa Tan,Female,4.06
174,G-114,2633,SSS,Lia Harum,Female,4.25
174,G-114,1030,CoB (NBS),Thea Wang,Female,4.05
174,G-114,5647,SPMS,Hannah Tan,Female,4.04
174,G-114,4157,CoE,Rohan Sharma,Male,4.48
175,G-114,561,CoB (NBS),Shawn Ng,Male,4.03
175,G-114,4687,CCEB,Sophie Patel,Female,4.02
175,G-114,1837,WKW SCI,Mila Wang,Female,3.88
175,G-114,901,CEE,Orion Setiawan,Male,4.22
175,G-114,454,MAE,Luna Tsai,Female,4.09
176,G-114,3725,ADM,Miho Nishimura,Female,4.08
176,G-114,2640,CCDS,Lily Tan,Female,4.1
176,G-114,2208,CoB (NBS),Saira Raza,Female,4.08
176,G-114,3478,SSS,Maya Zhao,Female,4.12
176,G-114,1410,NIE,Amit Sharma,Male,4.21
177,G-114,2218,MAE,Guixiang,Male,4.1
177,G-114,3540,CoE,Rida Khan,Female,4.02
177,G-114,5810,ASE,Alia Zainal,Female,4.14
177,G-114,3367,MSE,Isaac Lee,Male,4.01
177,G-114,3787,CCEB,Misha Rani,Female,4.14
178,G-114,5405,MSE,Li Chan,Female,4.19
178,G-114,5891,MAE,Alan Chan,Male,4.02
178,G-114,5032,CCEB,Mira Khan,Female,4.03
178,G-114,5393,SBS,Jueqi,Female,4.2
178,G-114,5062,CCDS,Dong-Wook Choi,Male,4.14
179,G-114,319,EEE,Tariq Khan,Male,4.02
179,G-114,1382,CCDS,Deepa Sharma,Female,4.12
179,G-114,5416,MSE,Iris Lim,Female,4.03
179,G-114,2258,MAE,Zachary Tan,Male,4.02
179,G-114,51,EEE,Wani Binti Azhar,Female,4.05
180,G-114,2519,CoB (NBS),Ariana Richardson,Female,4.18
180,G-114,1770,ADM,Xiao Wei,Male,4.03
180,G-114,5574,MAE,Gauri Mehta,Female,4.14
180,G-114,3400,CCDS,Kabir Singh,Female,4.19
180,G-114,4874,CoE,Rei Takahashi,Male,4.02
181,G-115,305,CCEB,Nguyen Van Loc,Male,4.08
181,G-115,5914,SSS,Yui Kobayashi,Female,4.12
181,G-115,275,CoB (NBS),Siti Nora,Female,4.02
181,G-115,548,CCDS,Weimin,Male,4.2
181,G-115,5254,EEE,Anna Kim,Female,4.04
182,G-115,2695,SBS,Ella Chen,Female,4.19
182,G-115,3571,EEE,Nathan Davis,Male,4.22
182,G-115,4599,CCEB,Rhea Wu,Female,4.12
182,G-115,3556,CoB (NBS),Meghan Carter,Female,4.11
182,G-115,1221,SoH,Derrick Lim,Male,3.9
183,G-115,2427,CoB (NBS),Mukesh Kumar,Male,4.15
183,G-115,1392,MAE,Amber Chen,Female,4.25
183,G-115,2871,CCDS,Shaista Iqbal,Female,4.04
183,G-115,824,EEE,Gordon Yip,Male,4.17
183,G-115,5016,CoB (NBS),Sophie Tsai,Female,4.08
184,G-115,5150,ASE,Nida Rehman,Female,4.07
184,G-115,5839,CoE,Kieran Zhao,Male,4.12
184,G-115,4330,CoB (NBS),Oliver Lim,Male,4.12
184,G-115,4287,EEE,Samantha Lim,Female,4.12
184,G-115,3626,CEE,Zhi Yi Lim,Male,4.1
185,G-115,78,CoB (NBS),Jai Singh,Male,4.04
185,G-115,1774,WKW SCI,Saira Iqbal,Female,4.17
185,G-115,4737,SPMS,Alya Binti Zainal,Female,4.03
185,G-115,3854,ASE,Kohei Tanaka,Male,4.13
185,G-115,4207,CoB (NBS),Ananya Doshi,Female,4.02
186,G-115,2842,SBS,Ling Liu,Female,4.11
186,G-115,4946,CCDS,Ryan Edwards,Male,4.15
186,G-115,70,SPMS,Luna Flores,Female,4.05
186,G-115,1910,CCEB,Aoi Tanaka,Female,4.17
186,G-115,2921,SoH,Hendrix Yang,Male,4.1
187,G-115,2786,MAE,Alexander Phillips,Male,4.19
187,G-115,5406,SSS,Mira Agustina,Female,4.2
187,G-115,5095,CoE,Sanya Ahuja,Female,4.29
187,G-115,2999,WKW SCI,Nathan Diaz,Male,4.01
187,G-115,4508,CoB (NBS),Hina Bukhari,Female,4.04
188,G-115,3807,SoH,Pooja Mehra,Female,3.85
188,G-115,1123,MAE,David Stewart,Male,4.17
188,G-115,3462,SSS,Anaya Shah,Female,4.19
188,G-115,441,EEE,Lilly Wong,Female,4.02
188,G-115,27,MAE,Caleb Wright,Male,4.22
189,G-115,3627,EEE,Harry Li,Male,4.05
189,G-115,3207,CoB (NBS),Miyuki Nishimura,Female,4.22
189,G-115,3648,MAE,Ryoji Yamamoto,Male,3.87
189,G-115,5081,CoE,James Wright,Male,3.89
189,G-115,2920,CCEB,Fiona Li,Female,4.09
190,G-115,821,MAE,Isabella Ward,Female,3.88
190,G-115,482,CCEB,Daiki Matsumoto,Male,4.18
190,G-115,1722,CoB (NBS),Jaxon Young,Male,4.0
190,G-115,1146,WKW SCI,Layla Carter,Female,4.01
190,G-115,1367,MSE,Talha Malik,Male,4.18
191,G-116,5825,NIE,Harlan Perdana,Male,4.05
191,G-116,5083,SSS,Lucy Chen,Female,4.17
191,G-116,4642,MAE,Aarav Verma,Male,4.16
191,G-116,4044,EEE,Henry Liu,Male,4.05
191,G-116,5302,MAE,Sonia Verma,Female,4.17
192,G-116,4492,CCDS,Rina Patel,Female,3.9
192,G-116,2734,CEE,Eric Liu,Male,4.02
192,G-116,3401,MAE,Zoe Brown,Female,4.06
192,G-116,3141,SSS,Zahra Yousaf,Female,4.14
192,G-116,5274,CCEB,Hikaru Matsumoto,Male,4.48
193,G-116,174,CCDS,Ahmad Raza,Male,4.01
193,G-116,4087,CEE,Amira Hasan,Female,4.12
